smiles,Respiratory toxicity,group
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)c(Cl)c3)[C@H]2C1,1,valid
c1ccc(-c2nnc(-c3ccccc3)s2)cc1,1,valid
Nc1nnc(-c2ccccn2)s1,1,valid
CCN(C)[C@H]1CCN([C@@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,1,valid
OCc1cccc2cc(Oc3ccc(Cl)c4cccnc34)c(O)cc12,1,valid
O=C(O)CCCN(CN(C1=NCCN1)C1CCCCC1)C(=O)c1ccccc1,1,valid
O=NN1CCC[C@H]1C(=O)O,1,valid
CCC=O,1,valid
COC/C=C1/CN2[C@H]3C[C@]45C(=Nc6c(OC)cc(OC)c(OC)c64)OC[C@H]3[C@H]1C[C@H]25,1,valid
COC(F)(F)C(C(F)(F)F)C(F)(F)F,1,valid
CC(=N\N)/C(=N/O)Nc1ccc(N(CCCl)CCCl)cc1,1,valid
O=C/C=C(\Cl)c1ccc(Br)cc1,1,valid
O=C(COc1ccccc1)NCCN1CCCOCC1,1,valid
O=C(O)CNCP(=O)(O)O,1,valid
CSc1nc(=O)c(C(C)(C)C)n[nH]1,1,valid
Cc1ccnc(N(CCN(C)C)Cc2ccc(Br)cc2)n1,1,valid
CN(C)CCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21,1,valid
COCC(=O)Nc1ccc(C2=NN(C(C)=O)C(C)Cc3cc4c(cc32)OCO4)cc1,1,valid
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,1,valid
CC[C@H]1CN2CCc3c([nH]c4ccccc34)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1,valid
CN1C(c2ccncc2)=NCC1c1ccccc1,1,valid
Clc1ccccc1N1CCN(CCc2cccnc2)CC1,1,valid
COc1ccc(CCN2CCN(c3ccccn3)CC2)cc1,1,valid
CCOC(=O)CN(C1CCCCC1)C1CCCCC1,1,valid
Clc1ccccc1N1CCN(CCc2ccncc2)CC1,1,valid
O=C(Cc1ccc([N+](=O)[O-])cc1)OCCF,1,valid
C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1,1,valid
OCc1cc(Br)cc2cc(Oc3cccc4cccnc34)c(O)c(Br)c12,1,valid
Cc1cc(Nc2nc(C)ccc2S)nc(N)n1,1,valid
COc1ccc(CCN2CCN(c3cccc(C)c3C)CC2)cc1OC,1,valid
OC(Cc1ccccc1)CN1CCN(c2ccccc2)CC1,1,valid
OCc1cccc2c(O)c(Oc3cccc4cccnc34)ccc12,1,valid
Cc1ccccc1N1CCN(CCc2ccncc2)CC1,1,valid
CNCCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21,1,valid
O=C(/C=C/c1ccccc1)OCCF,1,valid
CCN1CCC[C@H](Nc2cc(C)nc(NC(=N)Nc3ccc(Cl)c(Cl)c3)n2)C1,1,valid
CC(=O)O[C@@H]1C(=O)[C@@]23C[C@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@H](Cl)[C@H](O)C(C)(C)[C@]12O)[C@](C)(O)C3,1,valid
CC1(C)O[C@@H]2C(=O)[C@]34C[C@@H](CC[C@H]3[C@@](C)(O)[C@H]3[C@H]5O[C@@H]5C(C)(C)[C@@]23O1)[C@](C)(O)C4,1,valid
CCN1CCC[C@H]1c1cccnc1,1,valid
COc1ccccc1CN1CCOCC1,1,valid
CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,1,valid
CNC1(C#N)CCCCC1,1,valid
O=C(CI)OCCOC(=O)CI,1,valid
Nc1c2c(nc3ccccc13)CCCCC2,1,valid
CC(C)CC1=C(C(=O)c2ccoc2)C[C@@H](C)C1,1,valid
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,1,valid
CCN(CC)C(=S)SC(=O)N(C)C,1,valid
CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,1,valid
